Date,rf
2019-07-03,8.441323892516495e-05
2019-07-05,8.491822242615545e-05
2019-07-08,8.550081015733345e-05
2019-07-09,8.616097719212801e-05
2019-07-10,8.363621715261055e-05
2019-07-11,8.239266205475885e-05
2019-07-12,8.208170774641734e-05
2019-07-15,8.18873570386909e-05
2019-07-16,8.258698801665718e-05
2019-07-17,8.142086167035076e-05
2019-07-18,7.908758042685863e-05
2019-07-19,7.908758042685863e-05
2019-07-22,7.955435015287194e-05
2019-07-23,7.986549328895169e-05
2019-07-24,8.013772583998395e-05
2019-07-25,8.091543288523385e-05
2019-07-26,8.103207672417755e-05
2019-07-29,8.052659841469869e-05
2019-07-30,8.013772583998395e-05
2019-07-31,7.974881515362079e-05
2019-08-01,7.974881515362079e-05
2019-08-02,7.858185434991949e-05
2019-08-05,7.675292179751741e-05
2019-08-06,7.838732751423559e-05
2019-08-07,7.73367187180549e-05
2019-08-08,7.741455027229336e-05
2019-08-09,7.66361567463869e-05
2019-08-12,7.577974376591463e-05
2019-08-13,7.683076944263585e-05
2019-08-14,7.50010294667261e-05
2019-08-15,7.246915211996345e-05
2019-08-16,7.168978318277071e-05
2019-08-19,7.285877687303546e-05
2019-08-20,7.46895000262487e-05
2019-08-21,7.577974376591463e-05
2019-08-22,7.616904361858647e-05
2019-08-23,7.507890684516147e-05
2019-08-26,7.597439846621337e-05
2019-08-27,7.636367922397055e-05
2019-08-28,7.624690271872764e-05
2019-08-29,7.624690271872764e-05
2019-08-30,7.597439846621337e-05
2019-09-03,7.507890684516147e-05
2019-09-04,7.488420821229171e-05
2019-09-05,7.546827545513066e-05
2019-09-06,7.507890684516147e-05
2019-09-09,7.50010294667261e-05
2019-09-10,7.519572236809633e-05
2019-09-11,7.519572236809633e-05
2019-09-12,7.44947822860949e-05
2019-09-13,7.46895000262487e-05
2019-09-16,7.644153450539625e-05
2019-09-17,7.616904361858647e-05
2019-09-18,7.391057173159161e-05
2019-09-19,7.40274216519622e-05
2019-09-20,7.27418925349659e-05
2019-09-23,7.254707920211006e-05
2019-09-24,7.391057173159161e-05
2019-09-25,7.254707920211006e-05
2019-09-26,6.962372630290175e-05
2019-09-27,6.8063726210543e-05
2019-09-30,6.962372630290175e-05
2019-10-01,6.896080212557678e-05
2019-10-02,6.825875976343807e-05
2019-10-03,6.552741269441027e-05
2019-10-04,6.513706740734212e-05
2019-10-07,6.583966221104725e-05
2019-10-08,6.513706740734212e-05
2019-10-09,6.408294422943768e-05
2019-10-10,6.427817352496935e-05
2019-10-11,6.388770532858501e-05
2019-10-14,6.369245682146618e-05
2019-10-15,6.369245682146618e-05
2019-10-16,6.357530217472513e-05
2019-10-17,6.396580111064801e-05
2019-10-18,6.396580111064801e-05
2019-10-21,6.396580111064801e-05
2019-10-22,6.357530217472513e-05
2019-10-23,6.357530217472513e-05
2019-10-24,6.388770532858501e-05
2019-10-25,6.396580111064801e-05
2019-10-28,6.318476480768682e-05
2019-10-29,6.279418900196788e-05
2019-10-30,6.279418900196788e-05
2019-10-31,5.9003603650039606e-05
2019-11-01,5.8495311358953975e-05
2019-11-04,5.9199082991703984e-05
2019-11-05,5.978546324653164e-05
2019-11-06,5.966819319522611e-05
2019-11-07,5.978546324653164e-05
2019-11-08,5.947273696150611e-05
2019-11-11,5.9590012789001504e-05
2019-11-12,6.037175686602663e-05
2019-11-13,6.0449921872418345e-05
2019-11-14,6.0176335284096115e-05
2019-11-15,6.0176335284096115e-05
2019-11-18,5.99809040779138e-05
2019-11-19,6.005907678346353e-05
2019-11-20,5.9863639802229174e-05
2019-11-21,6.025450413987727e-05
2019-11-22,6.076257116092352e-05
2019-11-25,6.084072846967364e-05
2019-11-26,6.162223087704208e-05
2019-11-27,6.162223087704208e-05
2019-11-29,6.0645329982034576e-05
2019-12-02,6.056716882465318e-05
2019-12-03,6.056716882465318e-05
2019-12-04,5.9003603650039606e-05
2019-12-05,5.880811467843325e-05
2019-12-06,5.8299797345011555e-05
2019-12-09,5.9003603650039606e-05
2019-12-10,5.966819319522611e-05
2019-12-11,5.9863639802229174e-05
2019-12-12,6.025450413987727e-05
2019-12-13,5.99809040779138e-05
2019-12-16,6.005907678346353e-05
2019-12-17,6.025450413987727e-05
2019-12-18,5.978546324653164e-05
2019-12-19,6.037175686602663e-05
2019-12-20,6.0176335284096115e-05
2019-12-23,5.9863639802229174e-05
2019-12-24,6.056716882465318e-05
2019-12-26,6.0449921872418345e-05
2019-12-27,5.978546324653164e-05
2019-12-30,5.86908157404871e-05
2019-12-31,5.9277271100120795e-05
2020-01-02,5.888631049056001e-05
2020-01-03,5.802606247360888e-05
2020-01-06,5.8612616075936055e-05
2020-01-07,5.908179561012164e-05
2020-01-08,5.880811467843325e-05
2020-01-09,5.908179561012164e-05
2020-01-10,5.9003603650039606e-05
2020-01-13,5.947273696150611e-05
2020-01-14,6.025450413987727e-05
2020-01-15,5.93945527043751e-05
2020-01-16,5.978546324653164e-05
2020-01-17,5.99809040779138e-05
2020-01-21,5.9199082991703984e-05
2020-01-22,5.9590012789001504e-05
2020-01-23,5.966819319522611e-05
2020-01-24,5.86908157404871e-05
2020-01-27,5.9277271100120795e-05
2020-01-28,6.025450413987727e-05
2020-01-29,5.9863639802229174e-05
2020-01-30,6.0176335284096115e-05
2020-01-31,5.947273696150611e-05
2020-02-03,5.978546324653164e-05
2020-02-04,6.056716882465318e-05
2020-02-05,5.9863639802229174e-05
2020-02-06,6.025450413987727e-05
2020-02-07,5.978546324653164e-05
2020-02-10,5.9863639802229174e-05
2020-02-11,6.056716882465318e-05
2020-02-12,6.0449921872418345e-05
2020-02-13,6.084072846967364e-05
2020-02-14,6.0449921872418345e-05
2020-02-18,6.0449921872418345e-05
2020-02-19,6.076257116092352e-05
2020-02-20,6.056716882465318e-05
2020-02-21,5.978546324653164e-05
2020-02-24,5.9199082991703984e-05
2020-02-25,5.86908157404871e-05
2020-02-26,5.8221589974473074e-05
2020-02-27,5.497457976359103e-05
2020-02-28,4.8511784964231355e-05
2020-03-02,4.478599969313635e-05
2020-03-03,3.626237992430474e-05
2020-03-04,2.669571772950999e-05
2020-03-05,2.354114657745337e-05
2020-03-06,1.643417625971594e-05
2020-03-09,1.307367888940057e-05
2020-03-10,1.5446089574795332e-05
2020-03-11,1.4576370529454035e-05
2020-03-12,1.0818572767080903e-05
2020-03-13,9.631160045254642e-06
2020-03-16,7.334487624664482e-06
2020-03-17,6.542223456275976e-06
2020-03-18,1.1904583440381864e-07
2020-03-19,-1.1112667300157318e-06
2020-03-20,-1.30973992140173e-06
2020-03-23,-1.5876190968073847e-06
2020-03-24,-1.30973992140173e-06
2020-03-25,-2.7787504657766345e-06
2020-03-26,-4.168855568897299e-06
2020-03-27,-2.3022549538359194e-06
2020-03-30,5.158394976750886e-07
2020-03-31,1.1902976281526348e-06
2020-04-01,2.499212870777966e-06
2020-04-02,2.57852705424878e-06
2020-04-03,2.3009200330532894e-06
2020-04-06,2.38023832763735e-06
2020-04-07,5.076117298013023e-06
2020-04-08,7.334487624664482e-06
2020-04-09,8.324595304438166e-06
2020-04-13,7.92858211276148e-06
2020-04-14,6.542223456275976e-06
2020-04-15,4.56087014825058e-06
2020-04-16,4.362680306932732e-06
2020-04-17,4.085198076000216e-06
2020-04-20,2.776806020839244e-06
2020-04-21,3.886984475775201e-06
2020-04-22,3.6887612697037846e-06
2020-04-23,3.6887612697037846e-06
2020-04-24,3.966271222102413e-06
2020-04-27,3.6887612697037846e-06
2020-04-28,3.37158318853581e-06
2020-04-29,3.56982253399493e-06
2020-04-30,3.56982253399493e-06
2020-05-01,3.6887612697037846e-06
2020-05-04,3.56982253399493e-06
2020-05-05,4.362680306932732e-06
2020-05-06,4.28340177598465e-06
2020-05-07,3.768051681264206e-06
2020-05-08,3.768051681264206e-06
2020-05-11,4.164480566758768e-06
2020-05-12,4.877953189088318e-06
2020-05-13,4.56087014825058e-06
2020-05-14,4.164480566758768e-06
2020-05-15,4.085198076000216e-06
2020-05-18,4.164480566758768e-06
2020-05-19,4.67977918387787e-06
2020-05-20,4.67977918387787e-06
2020-05-21,4.362680306932732e-06
2020-05-22,4.362680306932732e-06
2020-05-26,4.67977918387787e-06
2020-05-27,5.3535302494737205e-06
2020-05-28,5.4724152404573916e-06
2020-05-29,5.076117298013023e-06
2020-06-01,5.076117298013023e-06
2020-06-02,5.749800489847805e-06
2020-06-03,5.8686742001769365e-06
2020-06-04,5.551670316109018e-06
2020-06-05,5.749800489847805e-06
2020-06-08,6.066788547318249e-06
2020-06-09,6.542223456275976e-06
2020-06-10,6.542223456275976e-06
2020-06-11,6.066788547318249e-06
2020-06-12,5.9479213621081894e-06
2020-06-15,6.146031752987827e-06
2020-06-16,6.344132253934007e-06
2020-06-17,6.542223456275976e-06
2020-06-18,5.551670316109018e-06
2020-06-19,5.670549961719574e-06
2020-06-22,5.551670316109018e-06
2020-06-23,5.551670316109018e-06
2020-06-24,5.3535302494737205e-06
2020-06-25,5.155379698405725e-06
2020-06-26,5.27427121637507e-06
2020-06-29,4.957219842983828e-06
2020-06-30,5.3535302494737205e-06
2020-07-01,5.155379698405725e-06
2020-07-02,5.27427121637507e-06
2020-07-06,5.076117298013023e-06
2020-07-07,5.551670316109018e-06
2020-07-08,5.3535302494737205e-06
2020-07-09,4.877953189088318e-06
2020-07-10,4.75904979639744e-06
2020-07-13,4.957219842983828e-06
2020-07-14,5.27427121637507e-06
2020-07-15,4.957219842983828e-06
2020-07-16,4.085198076000216e-06
2020-07-17,4.164480566758768e-06
2020-07-20,4.164480566758768e-06
2020-07-21,4.362680306932732e-06
2020-07-22,3.966271222102413e-06
2020-07-23,4.085198076000216e-06
2020-07-24,3.886984475775201e-06
2020-07-27,3.6887612697037846e-06
2020-07-28,4.085198076000216e-06
2020-07-29,3.56982253399493e-06
2020-07-30,3.37158318853581e-06
2020-07-31,3.2922845591779216e-06
2020-08-03,3.0940316435406e-06
2020-08-04,3.56982253399493e-06
2020-08-05,3.768051681264206e-06
2020-08-06,3.4905278660449837e-06
2020-08-07,3.4905278660449837e-06
2020-08-10,3.4905278660449837e-06
2020-08-11,3.966271222102413e-06
2020-08-12,3.966271222102413e-06
2020-08-13,3.56982253399493e-06
2020-08-14,3.4905278660449837e-06
2020-08-17,3.37158318853581e-06
2020-08-18,3.966271222102413e-06
2020-08-19,3.768051681264206e-06
2020-08-20,3.4905278660449837e-06
2020-08-21,3.4905278660449837e-06
2020-08-24,3.37158318853581e-06
2020-08-25,3.768051681264206e-06
2020-08-26,3.6887612697037846e-06
2020-08-27,3.768051681264206e-06
2020-08-28,3.768051681264206e-06
2020-08-31,3.768051681264206e-06
2020-09-01,3.966271222102413e-06
2020-09-02,3.966271222102413e-06
2020-09-03,3.966271222102413e-06
2020-09-04,4.085198076000216e-06
2020-09-08,4.28340177598465e-06
2020-09-09,4.164480566758768e-06
2020-09-10,4.085198076000216e-06
2020-09-11,4.085198076000216e-06
2020-09-14,3.966271222102413e-06
2020-09-15,3.966271222102413e-06
2020-09-16,3.966271222102413e-06
2020-09-17,3.37158318853581e-06
2020-09-18,3.2922845591779216e-06
2020-09-21,3.1733339392747315e-06
2020-09-22,3.4905278660449837e-06
2020-09-23,3.4905278660449837e-06
2020-09-24,3.6887612697037846e-06
2020-09-25,3.56982253399493e-06
2020-09-28,3.4905278660449837e-06
2020-09-29,3.37158318853581e-06
2020-09-30,3.37158318853581e-06
2020-10-01,3.2922845591779216e-06
2020-10-02,3.37158318853581e-06
2020-10-05,3.37158318853581e-06
2020-10-06,3.4905278660449837e-06
2020-10-07,3.4905278660449837e-06
2020-10-08,3.4905278660449837e-06
2020-10-09,3.6887612697037846e-06
2020-10-12,3.56982253399493e-06
2020-10-13,3.6887612697037846e-06
2020-10-14,3.966271222102413e-06
2020-10-15,3.768051681264206e-06
2020-10-16,3.56982253399493e-06
2020-10-19,3.56982253399493e-06
2020-10-20,3.768051681264206e-06
2020-10-21,3.56982253399493e-06
2020-10-22,3.37158318853581e-06
2020-10-23,3.2922845591779216e-06
2020-10-26,3.1733339392747315e-06
2020-10-27,3.56982253399493e-06
2020-10-28,3.56982253399493e-06
2020-10-29,3.2922845591779216e-06
2020-10-30,3.2922845591779216e-06
2020-11-02,3.2922845591779216e-06
2020-11-03,3.56982253399493e-06
2020-11-04,3.2922845591779216e-06
2020-11-05,3.37158318853581e-06
2020-11-06,3.2922845591779216e-06
2020-11-09,3.4905278660449837e-06
2020-11-10,3.56982253399493e-06
2020-11-11,3.56982253399493e-06
2020-11-12,3.37158318853581e-06
2020-11-13,3.2922845591779216e-06
2020-11-16,2.9750750806584655e-06
2020-11-17,3.1733339392747315e-06
2020-11-18,2.9750750806584655e-06
2020-11-19,2.38023832763735e-06
2020-11-20,2.3009200330532894e-06
2020-11-23,2.776806020839244e-06
2020-11-24,3.1733339392747315e-06
2020-11-25,3.1733339392747315e-06
2020-11-27,2.8957685273030533e-06
2020-11-30,2.9750750806584655e-06
2020-12-01,3.1733339392747315e-06
2020-12-02,2.9750750806584655e-06
2020-12-03,2.9750750806584655e-06
2020-12-04,2.9750750806584655e-06
2020-12-07,2.776806020839244e-06
2020-12-08,2.697495800345277e-06
2020-12-09,2.776806020839244e-06
2020-12-10,2.776806020839244e-06
2020-12-11,2.57852705424878e-06
2020-12-14,2.38023832763735e-06
2020-12-15,2.776806020839244e-06
2020-12-16,2.9750750806584655e-06
2020-12-17,3.1733339392747315e-06
2020-12-18,3.1733339392747315e-06
2020-12-21,3.0940316435406e-06
2020-12-22,3.0940316435406e-06
2020-12-23,2.9750750806584655e-06
2020-12-24,2.9750750806584655e-06
2020-12-28,3.1733339392747315e-06
2020-12-29,3.56982253399493e-06
2020-12-30,2.776806020839244e-06
2020-12-31,2.57852705424878e-06
2021-01-04,2.697495800345277e-06
2021-01-05,3.0940316435406e-06
2021-01-06,3.0940316435406e-06
2021-01-07,3.1733339392747315e-06
2021-01-08,3.1733339392747315e-06
2021-01-11,3.1733339392747315e-06
2021-01-12,3.1733339392747315e-06
2021-01-13,3.1733339392747315e-06
2021-01-14,2.9750750806584655e-06
2021-01-15,2.9750750806584655e-06
2021-01-19,2.8957685273030533e-06
2021-01-20,2.9750750806584655e-06
2021-01-21,2.8957685273030533e-06
2021-01-22,2.776806020839244e-06
2021-01-25,2.776806020839244e-06
2021-01-26,2.697495800345277e-06
2021-01-27,2.38023832763735e-06
2021-01-28,2.1819396922891777e-06
2021-01-29,1.904304924686736e-06
2021-02-01,1.904304924686736e-06
2021-02-02,1.9836311472139092e-06
2021-02-03,1.5869841761500534e-06
2021-02-04,1.1902976281526348e-06
2021-02-05,9.125934702456318e-07
2021-02-08,7.935714214159216e-07
2021-02-09,1.3093077785257402e-06
2021-02-10,1.3886458959425038e-06
2021-02-11,1.3886458959425038e-06
2021-02-12,1.3886458959425038e-06
2021-02-16,1.3886458959425038e-06
2021-02-17,1.3886458959425038e-06
2021-02-18,9.125934702456318e-07
2021-02-19,9.125934702456318e-07
2021-02-22,9.919395195703023e-07
2021-02-23,9.125934702456318e-07
2021-02-24,1.1109556188732194e-06
2021-02-25,1.3093077785257402e-06
2021-02-26,1.3886458959425038e-06
2021-03-01,1.1109556188732194e-06
2021-03-02,1.3886458959425038e-06
2021-03-03,1.3886458959425038e-06
2021-03-04,1.1109556188732194e-06
2021-03-05,1.1109556188732194e-06
2021-03-08,1.3886458959425038e-06
2021-03-09,1.3886458959425038e-06
2021-03-10,1.1902976281526348e-06
2021-03-11,1.1109556188732194e-06
2021-03-12,9.919395195703023e-07
2021-03-15,5.951934435421231e-07
2021-03-16,3.174476348021769e-07
2021-03-17,3.174476348021769e-07
2021-03-18,1.1904583440381864e-07
2021-03-19,1.9840773382592814e-07
2021-03-22,1.9840773382592814e-07
2021-03-23,3.968055480093557e-07
2021-03-24,5.951934435421231e-07
2021-03-25,5.951934435421231e-07
2021-03-26,5.951934435421231e-07
2021-03-29,3.174476348021769e-07
2021-03-30,5.158394976750886e-07
2021-03-31,5.158394976750886e-07
2021-04-01,3.174476348021769e-07
2021-04-05,5.951934435421231e-07
2021-04-06,5.951934435421231e-07
2021-04-07,3.968055480093557e-07
2021-04-08,1.9840773382592814e-07
2021-04-09,1.1904583440381864e-07
2021-04-12,3.968055480093557e-07
2021-04-13,5.951934435421231e-07
2021-04-14,5.951934435421231e-07
2021-04-15,3.968055480093557e-07
2021-04-16,3.174476348021769e-07
2021-04-19,5.951934435421231e-07
2021-04-20,5.951934435421231e-07
2021-04-21,5.158394976750886e-07
2021-04-22,5.951934435421231e-07
2021-04-23,5.951934435421231e-07
2021-04-26,3.174476348021769e-07
2021-04-27,3.968055480093557e-07
2021-04-28,3.174476348021769e-07
2021-04-29,3.174476348021769e-07
2021-04-30,1.1904583440381864e-07
2021-05-03,1.9840773382592814e-07
2021-05-04,3.968055480093557e-07
2021-05-05,3.174476348021769e-07
2021-05-06,3.174476348021769e-07
2021-05-07,3.174476348021769e-07
2021-05-10,1.9840773382592814e-07
2021-05-11,3.968055480093557e-07
2021-05-12,3.968055480093557e-07
2021-05-13,3.174476348021769e-07
2021-05-14,1.9840773382592814e-07
2021-05-17,1.9840773382592814e-07
2021-05-18,3.968055480093557e-07
2021-05-19,1.9840773382592814e-07
2021-05-20,1.1904583440381864e-07
2021-05-21,1.1904583440381864e-07
2021-05-24,1.1904583440381864e-07
2021-05-25,3.968055480093557e-07
2021-05-26,1.9840773382592814e-07
2021-05-27,1.9840773382592814e-07
2021-05-28,3.174476348021769e-07
2021-06-01,3.968055480093557e-07
2021-06-02,5.951934435421231e-07
2021-06-03,5.951934435421231e-07
2021-06-04,5.951934435421231e-07
2021-06-07,7.142214055417789e-07
2021-06-08,7.935714214159216e-07
2021-06-09,7.935714214159216e-07
2021-06-10,7.935714214159216e-07
2021-06-11,7.142214055417789e-07
2021-06-14,5.951934435421231e-07
2021-06-15,7.935714214159216e-07
2021-06-16,1.1109556188732194e-06
2021-06-17,1.1109556188732194e-06
2021-06-18,1.1109556188732194e-06
2021-06-21,1.1902976281526348e-06
2021-06-22,1.507650024091844e-06
2021-06-23,1.5869841761500534e-06
2021-06-24,1.7059825043279785e-06
2021-06-25,1.7059825043279785e-06
2021-06-28,1.5869841761500534e-06
2021-06-29,1.5869841761500534e-06
2021-06-30,1.5869841761500534e-06
2021-07-01,1.5869841761500534e-06
2021-07-02,1.507650024091844e-06
2021-07-06,1.5869841761500534e-06
2021-07-07,1.7059825043279785e-06
2021-07-08,1.7059825043279785e-06
2021-07-09,1.7059825043279785e-06
2021-07-12,1.7059825043279785e-06
2021-07-13,1.785312691421042e-06
2021-07-14,1.785312691421042e-06
2021-07-15,1.507650024091844e-06
2021-07-16,1.507650024091844e-06
2021-07-19,1.5869841761500534e-06
2021-07-20,1.785312691421042e-06
2021-07-21,1.785312691421042e-06
2021-07-22,1.7059825043279785e-06
2021-07-23,1.785312691421042e-06
2021-07-26,1.5869841761500534e-06
2021-07-27,1.785312691421042e-06
2021-07-28,1.785312691421042e-06
2021-07-29,1.5869841761500534e-06
2021-07-30,1.5869841761500534e-06
2021-08-02,1.507650024091844e-06
2021-08-03,1.785312691421042e-06
2021-08-04,1.785312691421042e-06
2021-08-05,1.7059825043279785e-06
2021-08-06,1.7059825043279785e-06
2021-08-09,1.785312691421042e-06
2021-08-10,1.9836311472139092e-06
2021-08-11,1.785312691421042e-06
2021-08-12,1.7059825043279785e-06
2021-08-13,1.785312691421042e-06
2021-08-16,2.3009200330532894e-06
2021-08-17,2.499212870777966e-06
2021-08-18,2.1819396922891777e-06
2021-08-19,1.7059825043279785e-06
2021-08-20,1.7059825043279785e-06
2021-08-23,1.5869841761500534e-06
2021-08-24,1.904304924686736e-06
2021-08-25,1.785312691421042e-06
2021-08-26,1.7059825043279785e-06
2021-08-27,1.7059825043279785e-06
2021-08-30,1.507650024091844e-06
2021-08-31,1.5869841761500534e-06
2021-09-01,1.5869841761500534e-06
2021-09-02,1.5869841761500534e-06
2021-09-03,1.5869841761500534e-06
2021-09-07,1.3886458959425038e-06
2021-09-08,1.5869841761500534e-06
2021-09-09,1.507650024091844e-06
2021-09-10,1.507650024091844e-06
2021-09-13,1.507650024091844e-06
2021-09-14,1.3886458959425038e-06
2021-09-15,1.3886458959425038e-06
2021-09-16,1.1902976281526348e-06
2021-09-17,1.1109556188732194e-06
2021-09-20,9.919395195703023e-07
2021-09-21,7.935714214159216e-07
2021-09-22,9.919395195703023e-07
2021-09-23,9.919395195703023e-07
2021-09-24,9.919395195703023e-07
2021-09-27,9.919395195703023e-07
2021-09-28,1.1902976281526348e-06
2021-09-29,1.1902976281526348e-06
2021-09-30,1.1109556188732194e-06
2021-10-01,1.1109556188732194e-06
2021-10-04,1.1109556188732194e-06
2021-10-05,1.3886458959425038e-06
2021-10-06,1.5869841761500534e-06
2021-10-07,1.5869841761500534e-06
2021-10-08,1.5869841761500534e-06
2021-10-11,1.5869841761500534e-06
2021-10-12,1.5869841761500534e-06
2021-10-13,1.785312691421042e-06
2021-10-14,1.5869841761500534e-06
2021-10-15,1.507650024091844e-06
2021-10-18,1.7059825043279785e-06
2021-10-19,1.9836311472139092e-06
2021-10-20,1.9836311472139092e-06
2021-10-21,1.9836311472139092e-06
2021-10-22,1.9836311472139092e-06
2021-10-25,1.9836311472139092e-06
2021-10-26,1.9836311472139092e-06
2021-10-27,1.9836311472139092e-06
2021-10-28,1.904304924686736e-06
2021-10-29,1.904304924686736e-06
2021-11-01,1.5869841761500534e-06
2021-11-02,1.785312691421042e-06
2021-11-03,1.785312691421042e-06
2021-11-04,1.3886458959425038e-06
2021-11-05,1.5869841761500534e-06
2021-11-08,1.3886458959425038e-06
2021-11-09,1.5869841761500534e-06
2021-11-10,1.785312691421042e-06
2021-11-11,1.5869841761500534e-06
2021-11-12,1.7059825043279785e-06
2021-11-15,1.507650024091844e-06
2021-11-16,1.5869841761500534e-06
2021-11-17,1.785312691421042e-06
2021-11-18,1.785312691421042e-06
2021-11-19,1.785312691421042e-06
2021-11-22,1.5869841761500534e-06
2021-11-23,1.785312691421042e-06
2021-11-24,1.9836311472139092e-06
2021-11-26,1.7059825043279785e-06
2021-11-29,1.507650024091844e-06
2021-11-30,1.904304924686736e-06
2021-12-01,1.9836311472139092e-06
2021-12-02,1.7059825043279785e-06
2021-12-03,1.7059825043279785e-06
2021-12-06,1.7059825043279785e-06
2021-12-07,2.3009200330532894e-06
2021-12-08,2.38023832763735e-06
2021-12-09,2.1026174339316524e-06
2021-12-10,1.9836311472139092e-06
2021-12-13,1.7059825043279785e-06
2021-12-14,1.904304924686736e-06
2021-12-15,1.785312691421042e-06
2021-12-16,1.3886458959425038e-06
2021-12-17,1.1902976281526348e-06
2021-12-20,1.507650024091844e-06
2021-12-21,2.57852705424878e-06
2021-12-22,2.57852705424878e-06
2021-12-23,2.3009200330532894e-06
2021-12-27,1.7059825043279785e-06
2021-12-28,1.9836311472139092e-06
2021-12-29,1.785312691421042e-06
2021-12-30,9.919395195703023e-07
2021-12-31,1.3093077785257402e-06
2022-01-03,2.1026174339316524e-06
2022-01-04,3.1733339392747315e-06
2022-01-05,3.37158318853581e-06
2022-01-06,3.56982253399493e-06
2022-01-07,3.4905278660449837e-06
2022-01-10,3.56982253399493e-06
2022-01-11,4.67977918387787e-06
2022-01-12,4.56087014825058e-06
2022-01-13,4.362680306932732e-06
2022-01-14,4.67977918387787e-06
2022-01-18,5.155379698405725e-06
2022-01-19,6.542223456275976e-06
2022-01-20,6.661072841045279e-06
2022-01-21,6.264893594514222e-06
2022-01-24,6.146031752987827e-06
2022-01-25,7.334487624664482e-06
2022-01-26,7.0572131283752205e-06
2022-01-27,7.334487624664482e-06
2022-01-28,6.8591476327674e-06
2022-01-31,6.8591476327674e-06
2022-02-01,8.047389983900319e-06
2022-02-02,7.334487624664482e-06
2022-02-03,7.651349126081964e-06
2022-02-04,8.839354321896692e-06
2022-02-07,8.047389983900319e-06
2022-02-08,1.0897721140739604e-05
2022-02-09,1.0699847836278057e-05
2022-02-10,1.4655443988593279e-05
2022-02-11,1.3390081881734564e-05
2022-02-14,1.4260062113762624e-05
2022-02-15,1.5841354479780276e-05
2022-02-16,1.4774050633902986e-05
2022-02-17,1.366691424871092e-05
2022-02-18,1.2599025325167404e-05
2022-02-22,1.307367888940057e-05
2022-02-23,1.346917898276648e-05
2022-02-24,1.121429767057258e-05
2022-02-25,1.180781222211591e-05
2022-02-28,1.1412145324772354e-05
2022-03-01,1.240123683859242e-05
2022-03-02,1.2875912881214046e-05
2022-03-03,1.3271433863323725e-05
2022-03-04,1.2084754989159832e-05
2022-03-07,1.2084754989159832e-05
2022-03-08,1.4260062113762624e-05
2022-03-09,1.4655443988593279e-05
2022-03-10,1.4260062113762624e-05
2022-03-11,1.4457757975472998e-05
2022-03-14,1.4971720891331697e-05
2022-03-15,1.7738074639355994e-05
2022-03-16,1.7145446455230142e-05
2022-03-17,1.4260062113762624e-05
2022-03-18,1.5169381302721138e-05
2022-03-21,1.8014603859397287e-05
2022-03-22,2.0581454355364637e-05
2022-03-23,1.9002050099291034e-05
2022-03-24,1.9120528079446152e-05
2022-03-25,2.0581454355364637e-05
2022-03-28,2.0107700374300557e-05
2022-03-29,2.196291892700639e-05
2022-03-30,2.0778835547908457e-05
2022-03-31,1.9515425996300933e-05
2022-04-01,1.97918313930122e-05
2022-04-04,2.1291981647206176e-05
2022-04-05,2.64197916410484e-05
2022-04-06,2.6222690837633597e-05
2022-04-07,2.610442706612474e-05
2022-04-08,2.64197916410484e-05
2022-04-11,2.6892795039945387e-05
2022-04-12,2.91781777927679e-05
2022-04-13,2.9256962000317384e-05
2022-04-14,2.9572078494523755e-05
2022-04-18,2.984778314095144e-05
2022-04-19,3.2918639153443725e-05
2022-04-20,3.142287861060405e-05
2022-04-21,3.161972129936531e-05
2022-04-22,3.083228960505038e-05
2022-04-25,3.154098398764456e-05
2022-04-26,3.2918639153443725e-05
2022-04-27,3.193465023166521e-05
2022-04-28,3.102916393789421e-05
2022-04-29,3.193465023166521e-05
2022-05-02,3.024161503728578e-05
2022-05-03,3.5357880717115645e-05
2022-05-04,3.2918639153443725e-05
2022-05-05,3.173782081809695e-05
2022-05-06,3.22101907868984e-05
2022-05-09,3.161972129936531e-05
2022-05-10,3.468920692355968e-05
2022-05-11,3.488588765888083e-05
2022-05-12,3.575116616686965e-05
2022-05-13,3.7245298780633454e-05
2022-05-16,3.869956996651617e-05
2022-05-17,4.097816505793425e-05
2022-05-18,3.96033078970853e-05
2022-05-19,3.948543989352414e-05
2022-05-20,3.862097300790521e-05
2022-05-23,3.921040171677776e-05
2022-05-24,4.1174534344765886e-05
2022-05-25,4.125307840240153e-05
2022-05-26,4.058539732982845e-05
2022-05-27,4.0467558493835005e-05
2022-05-31,4.0663953049063645e-05
2022-06-01,4.35302128250931e-05
2022-06-02,4.3922689205349344e-05
2022-06-03,4.478599969313635e-05
2022-06-06,4.576680747505769e-05
2022-06-07,4.83157784351855e-05
2022-06-08,4.862938516930031e-05
2022-06-09,4.882537620916094e-05
2022-06-10,5.07847543946808e-05
2022-06-13,5.9003603650039606e-05
2022-06-14,6.857079444129582e-05
2022-06-15,6.66982228775626e-05
2022-06-16,5.841710784159904e-05
2022-06-17,5.947273696150611e-05
2022-06-21,5.8612616075936055e-05
2022-06-22,6.084072846967364e-05
2022-06-23,6.14268662102024e-05
2022-06-24,6.291136671141974e-05
2022-06-27,6.427817352496935e-05
2022-06-28,6.837577622419704e-05
2022-06-29,6.708841463618292e-05
2022-06-30,6.298948171013534e-05
2022-07-01,6.310665365305829e-05
2022-07-05,6.416103616930464e-05
2022-07-06,7.235225630482154e-05
2022-07-07,7.285877687303546e-05
2022-07-08,7.246915211996345e-05
2022-07-11,7.675292179751741e-05
